CVEGEO,CVE_ENT,NOMGEO,CVE,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
08035,8,Janos,8035,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
08036,8,Jiménez,8036,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4
08037,8,Juárez,8037,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
08038,8,Julimes,8038,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
08039,8,López,8039,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4
08040,8,Madera,8040,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
08041,8,Maguarichi,8041,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
08042,8,Manuel Benavides,8042,1,1,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
08043,8,Matachí,8043,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
08044,8,Matamoros,8044,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4
08045,8,Meoqui,8045,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4
08046,8,Morelos,8046,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
08047,8,Moris,8047,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
08048,8,Namiquipa,8048,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
08049,8,Nonoava,8049,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
08050,8,Nuevo Casas Grandes,8050,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
08051,8,Ocampo,8051,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
08052,8,Ojinaga,8052,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
08053,8,Praxedis G. Guerrero,8053,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
08054,8,Riva Palacio,8054,1,1,1,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4
08055,8,Rosales,8055,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
08056,8,Rosario,8056,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
08057,8,San Francisco de Borja,8057,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
08058,8,San Francisco de Conchos,8058,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
08059,8,San Francisco del Oro,8059,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
08060,8,Santa Bárbara,8060,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
08061,8,Satevó,8061,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
08062,8,Saucillo,8062,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
08063,8,Temósachic,8063,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
08064,8,El Tule,8064,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
08065,8,Urique,8065,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
08066,8,Uruachi,8066,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
08067,8,Valle de Zaragoza,8067,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
09002,9,Azcapotzalco,9002,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3
09003,9,Coyoacán,9003,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
09004,9,Cuajimalpa de Morelos,9004,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4
09005,9,Gustavo A. Madero,9005,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4
09006,9,Iztacalco,9006,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4
09007,9,Iztapalapa,9007,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4
09008,9,La Magdalena Contreras,9008,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4
09009,9,Milpa Alta,9009,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4
09010,9,Álvaro Obregón,9010,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4
09011,9,Tláhuac,9011,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4
09012,9,Tlalpan,9012,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4
09013,9,Xochimilco,9013,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4
09014,9,Benito Juárez,9014,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4
09015,9,Cuauhtémoc,9015,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
09016,9,Miguel Hidalgo,9016,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
09017,9,Venustiano Carranza,9017,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3
10001,10,Canatlán,10001,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10002,10,Canelas,10002,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
10003,10,Coneto de Comonfort,10003,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
10004,10,Cuencamé,10004,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10005,10,Durango,10005,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
10006,10,General Simón Bolívar,10006,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
10007,10,Gómez Palacio,10007,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
10008,10,Guadalupe Victoria,10008,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10009,10,Guanaceví,10009,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
10010,10,Hidalgo,10010,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10011,10,Indé,10011,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10012,10,Lerdo,10012,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
10013,10,Mapimí,10013,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10014,10,Mezquital,10014,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10015,10,Nazas,10015,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
10016,10,Nombre de Dios,10016,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10017,10,Ocampo,10017,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
10018,10,El Oro,10018,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
10019,10,Otáez,10019,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
10020,10,Pánuco de Coronado,10020,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10021,10,Peñón Blanco,10021,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
10022,10,Poanas,10022,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10023,10,Pueblo Nuevo,10023,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10024,10,Rodeo,10024,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10025,10,San Bernardo,10025,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
10026,10,San Dimas,10026,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10027,10,San Juan de Guadalupe,10027,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
10028,10,San Juan del Río,10028,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
10029,10,San Luis del Cordero,10029,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10030,10,San Pedro del Gallo,10030,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10031,10,Santa Clara,10031,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10032,10,Santiago Papasquiaro,10032,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4
10033,10,Súchil,10033,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10034,10,Tamazula,10034,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10035,10,Tepehuanes,10035,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10036,10,Tlahualilo,10036,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10037,10,Topia,10037,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10038,10,Vicente Guerrero,10038,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10039,10,Nuevo Ideal,10039,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
11001,11,Abasolo,11001,1,1,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4
11002,11,Acámbaro,11002,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11003,11,San Miguel de Allende,11003,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11004,11,Apaseo el Alto,11004,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11005,11,Apaseo el Grande,11005,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11006,11,Atarjea,11006,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11007,11,Celaya,11007,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11008,11,Manuel Doblado,11008,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11009,11,Comonfort,11009,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11010,11,Coroneo,11010,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
11011,11,Cortazar,11011,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11012,11,Cuerámaro,11012,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11013,11,Doctor Mora,11013,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11014,11,Dolores Hidalgo Cuna de la Independencia Nacional,11014,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11015,11,Guanajuato,11015,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11016,11,Huanímaro,11016,1,1,1,1,2,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11017,11,Irapuato,11017,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
11018,11,Jaral del Progreso,11018,1,1,2,2,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11019,11,Jerécuaro,11019,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11020,11,León,11020,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11021,11,Moroleón,11021,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11022,11,Ocampo,11022,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11023,11,Pénjamo,11023,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11024,11,Pueblo Nuevo,11024,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4
11025,11,Purísima del Rincón,11025,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11026,11,Romita,11026,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
11027,11,Salamanca,11027,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11028,11,Salvatierra,11028,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11029,11,San Diego de la Unión,11029,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11030,11,San Felipe,11030,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11031,11,San Francisco del Rincón,11031,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4
11032,11,San José Iturbide,11032,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11033,11,San Luis de la Paz,11033,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11034,11,Santa Catarina,11034,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11035,11,Santa Cruz de Juventino Rosas,11035,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11036,11,Santiago Maravatío,11036,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
11037,11,Silao de la Victoria,11037,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11038,11,Tarandacuao,11038,1,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11039,11,Tarimoro,11039,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11040,11,Tierra Blanca,11040,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11041,11,Uriangato,11041,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11042,11,Valle de Santiago,11042,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11043,11,Victoria,11043,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11044,11,Villagrán,11044,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11045,11,Xichú,11045,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11046,11,Yuriria,11046,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
12001,12,Acapulco de Juárez,12001,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
12002,12,Ahuacuotzingo,12002,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12003,12,Ajuchitlán del Progreso,12003,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12004,12,Alcozauca de Guerrero,12004,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12005,12,Alpoyeca,12005,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12006,12,Apaxtla,12006,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12007,12,Arcelia,12007,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12008,12,Atenango del Río,12008,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12009,12,Atlamajalcingo del Monte,12009,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12010,12,Atlixtac,12010,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12011,12,Atoyac de Álvarez,12011,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12012,12,Ayutla de los Libres,12012,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
12013,12,Azoyú,12013,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12014,12,Benito Juárez,12014,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12015,12,Buenavista de Cuéllar,12015,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12016,12,Coahuayutla de José María Izazaga,12016,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12017,12,Cocula,12017,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12018,12,Copala,12018,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12019,12,Copalillo,12019,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12020,12,Copanatoyac,12020,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12021,12,Coyuca de Benítez,12021,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
12022,12,Coyuca de Catalán,12022,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
12023,12,Cuajinicuilapa,12023,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12024,12,Cualác,12024,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12025,12,Cuautepec,12025,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
12026,12,Cuetzala del Progreso,12026,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12027,12,Cutzamala de Pinzón,12027,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12028,12,Chilapa de Álvarez,12028,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12029,12,Chilpancingo de los Bravo,12029,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12030,12,Florencio Villarreal,12030,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12031,12,General Canuto A. Neri,12031,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12032,12,General Heliodoro Castillo,12032,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12033,12,Huamuxtitlán,12033,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12034,12,Huitzuco de los Figueroa,12034,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12035,12,Iguala de la Independencia,12035,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12036,12,Igualapa,12036,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12037,12,Ixcateopan de Cuauhtémoc,12037,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12038,12,Zihuatanejo de Azueta,12038,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12039,12,Juan R. Escudero,12039,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12040,12,Leonardo Bravo,12040,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12041,12,Malinaltepec,12041,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12042,12,Mártir de Cuilapan,12042,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
12043,12,Metlatónoc,12043,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12044,12,Mochitlán,12044,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12045,12,Olinalá,12045,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12046,12,Ometepec,12046,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12047,12,Pedro Ascencio Alquisiras,12047,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12048,12,Petatlán,12048,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12049,12,Pilcaya,12049,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12050,12,Pungarabato,12050,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12051,12,Quechultenango,12051,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12052,12,San Luis Acatlán,12052,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12053,12,San Marcos,12053,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12054,12,San Miguel Totolapan,12054,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12055,12,Taxco de Alarcón,12055,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12056,12,Tecoanapa,12056,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12057,12,Técpan de Galeana,12057,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12058,12,Teloloapan,12058,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12059,12,Tepecoacuilco de Trujano,12059,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12060,12,Tetipac,12060,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12061,12,Tixtla de Guerrero,12061,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12062,12,Tlacoachistlahuaca,12062,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12063,12,Tlacoapa,12063,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12064,12,Tlalchapa,12064,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12065,12,Tlalixtaquilla de Maldonado,12065,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12066,12,Tlapa de Comonfort,12066,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12067,12,Tlapehuala,12067,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12068,12,La Unión de Isidoro Montes de Oca,12068,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12069,12,Xalpatláhuac,12069,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12070,12,Xochihuehuetlán,12070,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12071,12,Xochistlahuaca,12071,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12072,12,Zapotitlán Tablas,12072,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12073,12,Zirándaro,12073,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
12074,12,Zitlala,12074,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12075,12,Eduardo Neri,12075,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12076,12,Acatepec,12076,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
12077,12,Marquelia,12077,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12078,12,Cochoapa el Grande,12078,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12079,12,José Joaquín de Herrera,12079,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12080,12,Juchitán,12080,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12081,12,Iliatenco,12081,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
13001,13,Acatlán,13001,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13002,13,Acaxochitlán,13002,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13003,13,Actopan,13003,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13004,13,Agua Blanca de Iturbide,13004,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13005,13,Ajacuba,13005,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13006,13,Alfajayucan,13006,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
13007,13,Almoloya,13007,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13008,13,Apan,13008,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13009,13,El Arenal,13009,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13010,13,Atitalaquia,13010,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13011,13,Atlapexco,13011,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
13012,13,Atotonilco el Grande,13012,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13013,13,Atotonilco de Tula,13013,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13014,13,Calnali,13014,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13015,13,Cardonal,13015,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13016,13,Cuautepec de Hinojosa,13016,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13017,13,Chapantongo,13017,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13018,13,Chapulhuacán,13018,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
13019,13,Chilcuautla,13019,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13020,13,Eloxochitlán,13020,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13021,13,Emiliano Zapata,13021,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13022,13,Epazoyucan,13022,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13023,13,Francisco I. Madero,13023,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13024,13,Huasca de Ocampo,13024,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13025,13,Huautla,13025,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13026,13,Huazalingo,13026,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13027,13,Huehuetla,13027,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13028,13,Huejutla de Reyes,13028,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13029,13,Huichapan,13029,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
