CVEGEO,CVE_ENT,NOMGEO,CVE,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
15064,15,El Oro,15064,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15065,15,Otumba,15065,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15066,15,Otzoloapan,15066,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
15067,15,Otzolotepec,15067,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15068,15,Ozumba,15068,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15069,15,Papalotla,15069,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15070,15,La Paz,15070,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15071,15,Polotitlán,15071,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15072,15,Rayón,15072,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4
15073,15,San Antonio la Isla,15073,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15074,15,San Felipe del Progreso,15074,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15075,15,San Martín de las Pirámides,15075,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15076,15,San Mateo Atenco,15076,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15077,15,San Simón de Guerrero,15077,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
15078,15,Santo Tomás,15078,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
15079,15,Soyaniquilpan de Juárez,15079,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
15080,15,Sultepec,15080,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
15081,15,Tecámac,15081,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15082,15,Tejupilco,15082,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15083,15,Temamatla,15083,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15084,15,Temascalapa,15084,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15085,15,Temascalcingo,15085,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15086,15,Temascaltepec,15086,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4
15087,15,Temoaya,15087,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15088,15,Tenancingo,15088,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15089,15,Tenango del Aire,15089,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15090,15,Tenango del Valle,15090,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
15091,15,Teoloyucan,15091,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15092,15,Teotihuacán,15092,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15093,15,Tepetlaoxtoc,15093,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15094,15,Tepetlixpa,15094,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15095,15,Tepotzotlán,15095,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15096,15,Tequixquiac,15096,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15097,15,Texcaltitlán,15097,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
15098,15,Texcalyacac,15098,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15099,15,Texcoco,15099,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15100,15,Tezoyuca,15100,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15101,15,Tianguistenco,15101,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15102,15,Timilpan,15102,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15103,15,Tlalmanalco,15103,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15104,15,Tlalnepantla de Baz,15104,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
15105,15,Tlatlaya,15105,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15106,15,Toluca,15106,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4
15107,15,Tonatico,15107,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4
15108,15,Tultepec,15108,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15109,15,Tultitlán,15109,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15110,15,Valle de Bravo,15110,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4
15111,15,Villa de Allende,15111,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15112,15,Villa del Carbón,15112,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15113,15,Villa Guerrero,15113,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15114,15,Villa Victoria,15114,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15115,15,Xonacatlán,15115,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15116,15,Zacazonapan,15116,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
15117,15,Zacualpan,15117,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
15118,15,Zinacantepec,15118,1,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4
15119,15,Zumpahuacán,15119,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4
15120,15,Zumpango,15120,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15121,15,Cuautitlán Izcalli,15121,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15122,15,Valle de Chalco Solidaridad,15122,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15123,15,Luvianos,15123,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15124,15,San José del Rincón,15124,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15125,15,Tonanitla,15125,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16001,16,Acuitzio,16001,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16002,16,Aguililla,16002,0,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
16003,16,Álvaro Obregón,16003,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16004,16,Angamacutiro,16004,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16005,16,Angangueo,16005,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16006,16,Apatzingán,16006,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16007,16,Aporo,16007,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16008,16,Aquila,16008,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4
16009,16,Ario,16009,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16010,16,Arteaga,16010,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
16011,16,Briseñas,16011,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16012,16,Buenavista,16012,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16013,16,Carácuaro,16013,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
16014,16,Coahuayana,16014,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
16015,16,Coalcomán de Vázquez Pallares,16015,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16016,16,Coeneo,16016,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16017,16,Contepec,16017,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16018,16,Copándaro,16018,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16019,16,Cotija,16019,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16020,16,Cuitzeo,16020,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
16021,16,Charapan,16021,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16022,16,Charo,16022,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16023,16,Chavinda,16023,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16024,16,Cherán,16024,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16025,16,Chilchota,16025,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16026,16,Chinicuila,16026,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16027,16,Chucándiro,16027,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16028,16,Churintzio,16028,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16029,16,Churumuco,16029,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16030,16,Ecuandureo,16030,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16031,16,Epitacio Huerta,16031,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16032,16,Erongarícuaro,16032,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16033,16,Gabriel Zamora,16033,1,1,1,2,2,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4
16034,16,Hidalgo,16034,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16035,16,La Huacana,16035,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
16036,16,Huandacareo,16036,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16037,16,Huaniqueo,16037,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
16038,16,Huetamo,16038,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16039,16,Huiramba,16039,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16040,16,Indaparapeo,16040,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16041,16,Irimbo,16041,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16042,16,Ixtlán,16042,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16043,16,Jacona,16043,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16044,16,Jiménez,16044,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16045,16,Jiquilpan,16045,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16046,16,Juárez,16046,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16047,16,Jungapeo,16047,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16048,16,Lagunillas,16048,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16049,16,Madero,16049,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16050,16,Maravatío,16050,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16051,16,Marcos Castellanos,16051,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16052,16,Lázaro Cárdenas,16052,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16053,16,Morelia,16053,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16054,16,Morelos,16054,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16055,16,Múgica,16055,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16056,16,Nahuatzen,16056,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16057,16,Nocupétaro,16057,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16058,16,Nuevo Parangaricutiro,16058,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16059,16,Nuevo Urecho,16059,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
16060,16,Numarán,16060,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16061,16,Ocampo,16061,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16062,16,Pajacuarán,16062,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16063,16,Panindícuaro,16063,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
16064,16,Parácuaro,16064,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
16065,16,Paracho,16065,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16066,16,Pátzcuaro,16066,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16067,16,Penjamillo,16067,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
16068,16,Peribán,16068,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16069,16,La Piedad,16069,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16070,16,Purépero,16070,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4
16071,16,Puruándiro,16071,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16072,16,Queréndaro,16072,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
16073,16,Quiroga,16073,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16074,16,Cojumatlán de Régules,16074,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16075,16,Los Reyes,16075,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16076,16,Sahuayo,16076,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4
16077,16,San Lucas,16077,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16078,16,Santa Ana Maya,16078,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16079,16,Salvador Escalante,16079,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
16080,16,Senguio,16080,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4
16081,16,Susupuato,16081,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16082,16,Tacámbaro,16082,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
16083,16,Tancítaro,16083,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
16084,16,Tangamandapio,16084,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16085,16,Tangancícuaro,16085,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16086,16,Tanhuato,16086,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4
16087,16,Taretan,16087,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16088,16,Tarímbaro,16088,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
16089,16,Tepalcatepec,16089,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
16090,16,Tingambato,16090,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16091,16,Tingüindín,16091,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16092,16,Tiquicheo de Nicolás Romero,16092,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
16093,16,Tlalpujahua,16093,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16094,16,Tlazazalca,16094,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16095,16,Tocumbo,16095,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16096,16,Tumbiscatío,16096,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
16097,16,Turicato,16097,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16098,16,Tuxpan,16098,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
16099,16,Tuzantla,16099,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
16100,16,Tzintzuntzan,16100,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
16101,16,Tzitzio,16101,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
16102,16,Uruapan,16102,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16103,16,Venustiano Carranza,16103,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16104,16,Villamar,16104,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16105,16,Vista Hermosa,16105,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
16106,16,Yurécuaro,16106,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
16107,16,Zacapu,16107,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
16108,16,Zamora,16108,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16109,16,Zináparo,16109,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16110,16,Zinapécuaro,16110,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4
16111,16,Ziracuaretiro,16111,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
16112,16,Zitácuaro,16112,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
16113,16,José Sixto Verduzco,16113,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4
17001,17,Amacuzac,17001,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17002,17,Atlatlahucan,17002,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17003,17,Axochiapan,17003,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17004,17,Ayala,17004,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17005,17,Coatlán del Río,17005,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
17006,17,Cuautla,17006,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17007,17,Cuernavaca,17007,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17008,17,Emiliano Zapata,17008,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17009,17,Huitzilac,17009,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17010,17,Jantetelco,17010,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17011,17,Jiutepec,17011,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17012,17,Jojutla,17012,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17013,17,Jonacatepec de Leandro Valle,17013,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17014,17,Mazatepec,17014,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17015,17,Miacatlán,17015,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
17016,17,Ocuituco,17016,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17017,17,Puente de Ixtla,17017,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17018,17,Temixco,17018,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17019,17,Tepalcingo,17019,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17020,17,Tepoztlán,17020,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17021,17,Tetecala,17021,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17022,17,Tetela del Volcán,17022,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17023,17,Tlalnepantla,17023,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17024,17,Tlaltizapán de Zapata,17024,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17025,17,Tlaquiltenango,17025,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17026,17,Tlayacapan,17026,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
17027,17,Totolapan,17027,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
17028,17,Xochitepec,17028,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4
17029,17,Yautepec,17029,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
17030,17,Yecapixtla,17030,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
17031,17,Zacatepec,17031,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17032,17,Zacualpan de Amilpas,17032,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17033,17,Temoac,17033,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17034,17,Coatetelco,17034,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
17035,17,Xoxocotla,17035,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
17036,17,Hueyapan,17036,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
18001,18,Acaponeta,18001,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18002,18,Ahuacatlán,18002,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18003,18,Amatlán de Cañas,18003,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18004,18,Compostela,18004,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18005,18,Huajicori,18005,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18006,18,Ixtlán del Río,18006,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
18007,18,Jala,18007,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18008,18,Xalisco,18008,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18009,18,Del Nayar,18009,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
18010,18,Rosamorada,18010,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18011,18,Ruíz,18011,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18012,18,San Blas,18012,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18013,18,San Pedro Lagunillas,18013,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18014,18,Santa María del Oro,18014,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18015,18,Santiago Ixcuintla,18015,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
18016,18,Tecuala,18016,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18017,18,Tepic,18017,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
18018,18,Tuxpan,18018,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
18019,18,La Yesca,18019,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
18020,18,Bahía de Banderas,18020,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
19001,19,Abasolo,19001,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4
19002,19,Agualeguas,19002,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19003,19,Los Aldamas,19003,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4
19004,19,Allende,19004,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
19005,19,Anáhuac,19005,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
19006,19,Apodaca,19006,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
19007,19,Aramberri,19007,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19008,19,Bustamante,19008,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19009,19,Cadereyta Jiménez,19009,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19010,19,El Carmen,19010,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19011,19,Cerralvo,19011,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19012,19,Ciénega de Flores,19012,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19013,19,China,19013,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19014,19,Doctor Arroyo,19014,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19015,19,Doctor Coss,19015,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19016,19,Doctor González,19016,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19017,19,Galeana,19017,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
